"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"8.SH2D2A",0,0.62266257770724,0.436,0.185,0,"8","SH2D2A"
"8.NCL",0,0.672606934824833,0.746,0.495,0,"8","NCL"
"8.MYL6B",0,1.97111136212952,0.323,0.072,0,"8","MYL6B"
"8.MRPS7",0,1.01813390383753,0.419,0.168,0,"8","MRPS7"
"8.RBBP8",0,2.01331303085349,0.308,0.057,0,"8","RBBP8"
"8.ADSL",0,1.16825326514148,0.369,0.118,0,"8","ADSL"
"8.BST2",0,0.530327359925228,0.675,0.425,0,"8","BST2"
"8.SUCLG1",0,1.07643754616182,0.394,0.144,0,"8","SUCLG1"
"8.ASNA1",0,1.09648214517799,0.4,0.15,0,"8","ASNA1"
"8.CALR",0,0.600725503976689,0.78,0.53,0,"8","CALR"
"8.MRPS12",0,1.28551579969527,0.388,0.138,0,"8","MRPS12"
"8.SHISA5",0,0.612431070899387,0.525,0.276,0,"8","SHISA5"
"8.DBNL",0,0.974775336918393,0.437,0.188,0,"8","DBNL"
"8.MRPL4",0,1.25219153097517,0.389,0.14,0,"8","MRPL4"
"8.NCAPD3",0,2.77560385624065,0.279,0.031,0,"8","NCAPD3"
"8.PSMD4",0,1.06200626299248,0.436,0.188,0,"8","PSMD4"
"8.TIPRL",0,1.12779005715049,0.384,0.136,0,"8","TIPRL"
"8.U2SURP",0,0.821112850792929,0.443,0.195,0,"8","U2SURP"
"8.CDCA3",0,6.04550240150855,0.253,0.005,0,"8","CDCA3"
"8.PHB",0,1.07154554345007,0.444,0.196,0,"8","PHB"
"8.GTF3A",0,0.751683980962099,0.576,0.328,0,"8","GTF3A"
"8.IFI6",0,0.674665005168289,0.56,0.313,0,"8","IFI6"
"8.GSTP1",0,0.868259264369188,0.664,0.417,0,"8","GSTP1"
"8.CSK",0,0.830578528708628,0.461,0.214,0,"8","CSK"
"8.SFXN1",0,0.862891088634369,0.351,0.104,0,"8","SFXN1"
"8.POP7",0,1.87149036756792,0.321,0.074,0,"8","POP7"
"8.CKLF",0,0.732864983563648,0.487,0.24,0,"8","CKLF"
"8.PGK1",0,0.505735363880831,0.709,0.462,0,"8","PGK1"
"8.DDB2",0,1.39881759318074,0.332,0.086,0,"8","DDB2"
"8.MRPL14",0,0.883201741631329,0.426,0.18,0,"8","MRPL14"
"8.CHEK1",0,4.20665591433867,0.258,0.012,0,"8","CHEK1"
"8.TIMM17B",0,0.954099941215793,0.392,0.147,0,"8","TIMM17B"
"8.PTMS",0,1.4069240875771,0.445,0.2,0,"8","PTMS"
"8.EPSTI1",0,0.86076836394611,0.487,0.242,0,"8","EPSTI1"
"8.NDUFS7",0,0.542566355242906,0.521,0.276,0,"8","NDUFS7"
"8.SNRPD2",0,0.597534283619408,0.805,0.56,0,"8","SNRPD2"
"8.BRCA2",0,2.96015592230787,0.273,0.029,0,"8","BRCA2"
"8.PSMC1",0,1.07803621510769,0.401,0.157,0,"8","PSMC1"
"8.PLEKHJ1",0,0.98822936953595,0.388,0.144,0,"8","PLEKHJ1"
"8.GZMA",0,0.845970824631585,0.483,0.239,0,"8","GZMA"
"8.VBP1",0,1.05621419069908,0.373,0.129,0,"8","VBP1"
"8.FDFT1",0,1.1194310729228,0.382,0.138,0,"8","FDFT1"
"8.NRM",0,2.59783710435289,0.281,0.038,0,"8","NRM"
"8.CCDC124",0,1.02822703651208,0.389,0.146,0,"8","CCDC124"
"8.PMVK",0,1.1383472531549,0.381,0.138,0,"8","PMVK"
"8.HADH",0,2.09742017567966,0.299,0.056,0,"8","HADH"
"8.PPP1R18",0,0.68614624348899,0.523,0.28,0,"8","PPP1R18"
"8.IFI27L2",0,0.826659644528487,0.446,0.203,0,"8","IFI27L2"
"8.PPIB",0,0.575138923943199,0.794,0.551,0,"8","PPIB"
"8.LAGE3",0,1.00815897743439,0.403,0.161,0,"8","LAGE3"
"8.COMMD4",0,1.56891419632177,0.337,0.095,0,"8","COMMD4"
"8.PSMD11",0,0.981073375243379,0.399,0.157,0,"8","PSMD11"
"8.ZMAT2",0,0.74294197386494,0.419,0.177,0,"8","ZMAT2"
"8.NOL7",0,0.696410594507733,0.484,0.242,0,"8","NOL7"
"8.SMARCE1",0,0.965051928061846,0.367,0.125,0,"8","SMARCE1"
"8.LUC7L2",0,0.844387158653984,0.383,0.142,0,"8","LUC7L2"
"8.OASL",0,0.78834338322891,0.392,0.151,0,"8","OASL"
"8.TCERG1",0,1.25595265457661,0.345,0.104,0,"8","TCERG1"
"8.SEC61B",0,0.543074234275358,0.736,0.495,0,"8","SEC61B"
"8.IFI27L1",0,2.47443925177388,0.288,0.047,0,"8","IFI27L1"
"8.GPI",0,0.97301352646016,0.419,0.178,0,"8","GPI"
"8.SH3BP1",0,1.02767709141155,0.401,0.161,0,"8","SH3BP1"
"8.RHOA",0,0.867011971166833,0.88,0.64,0,"8","RHOA"
"8.SURF4",0,0.713171768485375,0.441,0.201,0,"8","SURF4"
"8.SPCS2",0,0.653222818800714,0.594,0.354,0,"8","SPCS2"
"8.EIF3A",0,0.582375524130727,0.503,0.263,0,"8","EIF3A"
"8.GSTO1",0,0.578103206498392,0.458,0.219,0,"8","GSTO1"
"8.WDR54",0,1.62099640717058,0.296,0.057,0,"8","WDR54"
"8.RBPJ",0,0.835132784241633,0.518,0.279,0,"8","RBPJ"
"8.RFC1",0,1.05199834393085,0.374,0.135,0,"8","RFC1"
"8.HNRNPH3",0,0.512415005771412,0.485,0.246,0,"8","HNRNPH3"
"8.STAT1",0,0.524266936663902,0.548,0.31,0,"8","STAT1"
"8.EIF2AK2",0,0.719677457234081,0.443,0.205,0,"8","EIF2AK2"
"8.JAKMIP1",0,1.80664230760791,0.28,0.042,0,"8","JAKMIP1"
"8.VOPP1",0,0.765952243235259,0.457,0.219,0,"8","VOPP1"
"8.TSPAN5",0,1.2729468970036,0.304,0.066,0,"8","TSPAN5"
"8.NUDCD2",0,1.23702914284935,0.363,0.125,0,"8","NUDCD2"
"8.RBM3",0,0.548325989932201,0.715,0.477,0,"8","RBM3"
"8.MTCH2",0,1.21537333954743,0.371,0.133,0,"8","MTCH2"
"8.PNKD",0,1.03886175454682,0.383,0.146,0,"8","PNKD"
"8.PSMD2",0,1.03680359375994,0.387,0.15,0,"8","PSMD2"
"8.DCTN2",0,0.901733752685648,0.387,0.15,0,"8","DCTN2"
"8.COA3",0,1.21890235814638,0.378,0.141,0,"8","COA3"
"8.DECR1",0,0.820764487555169,0.409,0.172,0,"8","DECR1"
"8.TESC",0,1.97733848814505,0.291,0.054,0,"8","TESC"
"8.FKBP3",0,1.26180413650799,0.358,0.121,0,"8","FKBP3"
"8.CLTB",0,0.715669633987374,0.466,0.23,0,"8","CLTB"
"8.PPP1R12A",0,0.63383049285031,0.466,0.23,0,"8","PPP1R12A"
"8.SUPT16H",0,1.43416204633849,0.333,0.097,0,"8","SUPT16H"
"8.NDUFB1",0,0.762454863122337,0.456,0.22,0,"8","NDUFB1"
"8.MRPS11",0,1.55935648480841,0.327,0.091,0,"8","MRPS11"
"8.PMAIP1",0,0.524926280700505,0.458,0.222,0,"8","PMAIP1"
"8.MRPL20",0,0.604906059983809,0.496,0.26,0,"8","MRPL20"
"8.TOPBP1",0,1.89656465492104,0.286,0.05,0,"8","TOPBP1"
"8.PYURF",0,0.640832081862258,0.473,0.237,0,"8","PYURF"
"8.NELFE",0,1.14547448560632,0.369,0.133,0,"8","NELFE"
"8.GPAA1",0,1.23378879956408,0.365,0.129,0,"8","GPAA1"
"8.CDC123",0,1.17685633278921,0.355,0.119,0,"8","CDC123"
"8.CPSF6",0,1.15028387512424,0.351,0.115,0,"8","CPSF6"
"8.EMC6",0,0.803185343110787,0.422,0.186,0,"8","EMC6"
"8.NAPA",0,0.754900776385294,0.482,0.246,0,"8","NAPA"
"8.SLA2",0,0.870416702980006,0.33,0.095,0,"8","SLA2"
"8.KXD1",0,0.86155359958265,0.403,0.168,0,"8","KXD1"
"8.ETHE1",0,0.957638699006987,0.395,0.16,0,"8","ETHE1"
"8.MX1",0,1.12457186665949,0.458,0.223,0,"8","MX1"
"8.ATAD5",0,3.61729075912233,0.251,0.016,0,"8","ATAD5"
"8.IL2RB",0,0.578381224954337,0.367,0.132,0,"8","IL2RB"
"8.ARPC2",0,1.13084953701606,0.922,0.688,0,"8","ARPC2"
"8.PSMD1",0,1.36467572025063,0.342,0.108,0,"8","PSMD1"
"8.C19orf48",0,2.16904795452072,0.28,0.046,0,"8","C19orf48"
"8.AKR7A2",0,1.2679145645852,0.36,0.126,0,"8","AKR7A2"
"8.RPA2",0,1.13831053736807,0.352,0.118,0,"8","RPA2"
"8.PSTPIP1",0,0.623289979217401,0.408,0.174,0,"8","PSTPIP1"
"8.RAB8A",0,0.761214392211184,0.433,0.199,0,"8","RAB8A"
"8.ATP6V0E2",0,1.02414710819116,0.336,0.103,0,"8","ATP6V0E2"
"8.LRR1",0,2.66357526702733,0.263,0.03,0,"8","LRR1"
"8.GZMB",0,1.17339523857112,0.373,0.14,0,"8","GZMB"
"8.SRPK1",0,1.01098287081166,0.336,0.104,0,"8","SRPK1"
"8.MMADHC",0,0.633553794756141,0.458,0.226,0,"8","MMADHC"
"8.CDC25B",0,1.92597312281808,0.293,0.061,0,"8","CDC25B"
"8.COMMD7",0,0.76316310763856,0.42,0.188,0,"8","COMMD7"
"8.PSMD13",0,0.7095072605166,0.406,0.175,0,"8","PSMD13"
"8.TTF2",0,2.58990064208137,0.262,0.031,0,"8","TTF2"
"8.DPM2",0,1.57728323543365,0.332,0.101,0,"8","DPM2"
"8.SLC25A11",0,1.16676559585345,0.366,0.135,0,"8","SLC25A11"
"8.RASAL3",0,0.755473508698872,0.357,0.126,0,"8","RASAL3"
"8.RPS19BP1",0,0.634908597430529,0.478,0.247,0,"8","RPS19BP1"
"8.GBP5",0,0.553576071423317,0.437,0.207,0,"8","GBP5"
"8.C7orf73",0,0.548721920705888,0.452,0.222,0,"8","C7orf73"
"8.PAFAH1B1",0,0.689103925335116,0.435,0.205,0,"8","PAFAH1B1"
"8.GMPS",0,1.54996208008115,0.307,0.077,0,"8","GMPS"
"8.WAS",0,0.650182583769838,0.479,0.249,0,"8","WAS"
"8.KIF5B",0,0.537381641055088,0.507,0.277,0,"8","KIF5B"
"8.CCND2",0,0.819447935139709,0.416,0.186,0,"8","CCND2"
"8.STIP1",0,0.753822817035458,0.406,0.177,0,"8","STIP1"
"8.GBP1",0,0.709936595352764,0.399,0.17,0,"8","GBP1"
"8.HADHA",0,0.563862261533118,0.458,0.229,0,"8","HADHA"
"8.C11orf73",0,0.692544592163171,0.395,0.166,0,"8","C11orf73"
"8.EMC4",0,0.739733382496242,0.433,0.204,0,"8","EMC4"
"8.DIAPH1",0,0.763468148746232,0.367,0.138,0,"8","DIAPH1"
"8.PRF1",0,0.607347974162926,0.348,0.119,0,"8","PRF1"
"8.SLC25A39",0,0.86939545689334,0.431,0.202,0,"8","SLC25A39"
"8.SEC11C",0,0.753648031907478,0.493,0.264,0,"8","SEC11C"
"8.VDAC2",0,0.510294570602198,0.525,0.297,0,"8","VDAC2"
"8.SPN",0,0.954599329651633,0.34,0.112,0,"8","SPN"
"8.AP1M1",0,1.40459479559514,0.333,0.105,0,"8","AP1M1"
"8.AK2",0,0.94597848892187,0.374,0.146,0,"8","AK2"
"8.MRPS15",0,0.949638015938538,0.399,0.171,0,"8","MRPS15"
"8.POLR2I",0,0.91915876476852,0.379,0.151,0,"8","POLR2I"
"8.COPZ1",0,0.697938238333442,0.427,0.199,0,"8","COPZ1"
"8.CYB5R3",0,0.826663535439213,0.403,0.176,0,"8","CYB5R3"
"8.ZCRB1",0,0.938070794814465,0.382,0.155,0,"8","ZCRB1"
"8.DLEU2",0,2.4212787787259,0.264,0.037,0,"8","DLEU2"
"8.CD38",0,1.51268564305353,0.349,0.122,0,"8","CD38"
"8.POP5",0,1.04943990126243,0.344,0.117,0,"8","POP5"
"8.MIR155HG",0,1.17682082135577,0.348,0.121,0,"8","MIR155HG"
"8.CAPN2",0,0.66215116557317,0.4,0.174,0,"8","CAPN2"
"8.CDKN2C",0,2.45125331516411,0.264,0.038,0,"8","CDKN2C"
"8.NDUFS3",0,0.910081357894013,0.382,0.156,0,"8","NDUFS3"
"8.ETFA",0,0.922063828580926,0.383,0.157,0,"8","ETFA"
"8.RNF187",0,1.22786527628355,0.347,0.121,0,"8","RNF187"
"8.MIF",0,0.810147129942616,0.779,0.553,0,"8","MIF"
"8.LMAN2",0,0.570895023822796,0.513,0.288,0,"8","LMAN2"
"8.ITGB1",0,0.599216625815715,0.53,0.305,0,"8","ITGB1"
"8.GHITM",0,0.536232205772132,0.519,0.294,0,"8","GHITM"
"8.MRPL28",0,1.16434092861069,0.335,0.11,0,"8","MRPL28"
"8.TIMM17A",0,0.889579527027447,0.382,0.157,0,"8","TIMM17A"
"8.PPP1R7",0,0.943843407223883,0.371,0.146,0,"8","PPP1R7"
"8.SRSF9",0,0.833899216937282,0.43,0.205,0,"8","SRSF9"
"8.RANGRF",0,1.16279378555155,0.323,0.098,0,"8","RANGRF"
"8.RCSD1",0,0.674204952239856,0.417,0.192,0,"8","RCSD1"
"8.MFF",0,0.694579282146277,0.416,0.191,0,"8","MFF"
"8.FAAP20",0,0.658283489267173,0.437,0.213,0,"8","FAAP20"
"8.SZRD1",0,0.855877618726414,0.375,0.151,0,"8","SZRD1"
"8.THOC7",0,0.923888151513375,0.386,0.162,0,"8","THOC7"
"8.PDCD1",0,1.28637608073545,0.305,0.081,0,"8","PDCD1"
"8.IMPDH2",0,1.09491855697879,0.362,0.138,0,"8","IMPDH2"
"8.RRP7A",0,1.13236052379102,0.354,0.13,0,"8","RRP7A"
"8.TNFRSF1B",0,0.529946428170032,0.526,0.303,0,"8","TNFRSF1B"
"8.NEDD8",0,0.53843044544127,0.527,0.304,0,"8","NEDD8"
"8.INO80E",0,1.04158434120472,0.325,0.102,0,"8","INO80E"
"8.TLN1",0,0.68643240597225,0.432,0.209,0,"8","TLN1"
"8.CD99",0,0.582342404188559,0.745,0.522,0,"8","CD99"
"8.TOX",0,1.05671593521696,0.3,0.077,0,"8","TOX"
"8.MRPL22",0,1.17852015856622,0.332,0.11,0,"8","MRPL22"
"8.HTATSF1",0,1.22252296481742,0.316,0.094,0,"8","HTATSF1"
"8.TNIP1",0,0.616343775269871,0.418,0.196,0,"8","TNIP1"
"8.PCBP2",0,0.577648709485086,0.873,0.651,0,"8","PCBP2"
"8.SUMO2",0,0.949100187733164,0.896,0.674,0,"8","SUMO2"
"8.TOP1",0,0.554717864100563,0.491,0.269,0,"8","TOP1"
"8.PTBP1",0,0.536251661100128,0.416,0.194,0,"8","PTBP1"
"8.MLF2",0,0.591708251136381,0.456,0.235,0,"8","MLF2"
"8.LAMTOR2",0,0.55112293053284,0.443,0.222,0,"8","LAMTOR2"
"8.COX20",0,0.834199743347855,0.376,0.155,0,"8","COX20"
"8.SYNCRIP",0,0.820602426551511,0.369,0.148,0,"8","SYNCRIP"
"8.EIF6",0,0.705460912632218,0.391,0.17,0,"8","EIF6"
"8.CISD2",0,0.760723884501508,0.419,0.198,0,"8","CISD2"
"8.CLIC1",0,0.745386566421384,0.869,0.648,0,"8","CLIC1"
"8.CHCHD1",0,0.956061139460149,0.358,0.137,0,"8","CHCHD1"
"8.RHNO1",0,1.59825444797863,0.287,0.066,0,"8","RHNO1"
"8.SLC25A3",0,0.544476134127549,0.743,0.522,0,"8","SLC25A3"
"8.HMGXB4",0,1.31685052818594,0.298,0.077,0,"8","HMGXB4"
"8.POLR3GL",0,0.577602730327725,0.406,0.186,0,"8","POLR3GL"
"8.TEX30",0,1.8477010384553,0.268,0.048,0,"8","TEX30"
"8.GADD45GIP1",0,0.582532581923751,0.463,0.243,0,"8","GADD45GIP1"
"8.SDHC",0,0.569880587876609,0.431,0.211,0,"8","SDHC"
"8.EIF5B",0,0.583193000491147,0.434,0.214,0,"8","EIF5B"
"8.ITGA4",0,0.500630197958604,0.441,0.221,0,"8","ITGA4"
"8.NDUFC1",0,0.794567358349586,0.419,0.199,0,"8","NDUFC1"
"8.UBE2V2",0,1.0090672932199,0.353,0.133,0,"8","UBE2V2"
"8.DCAF7",0,1.0244264116731,0.356,0.136,0,"8","DCAF7"
"8.WASF2",0,0.604612616983375,0.464,0.245,0,"8","WASF2"
"8.MAZ",0,1.11853716385526,0.324,0.105,0,"8","MAZ"
"8.MRPL16",0,1.40560857602064,0.317,0.098,0,"8","MRPL16"
"8.TMEM109",0,0.845581703789754,0.39,0.171,0,"8","TMEM109"
"8.RFC2",0,2.24088578722434,0.269,0.051,0,"8","RFC2"
"8.ARF6",0,0.579609698143075,0.466,0.248,0,"8","ARF6"
"8.MESDC2",0,0.740054190674238,0.397,0.179,0,"8","MESDC2"
"8.MRPL17",0,1.41221566324917,0.315,0.097,0,"8","MRPL17"
"8.ATP5I",0,0.615942148913679,0.497,0.279,0,"8","ATP5I"
"8.PDCD6",0,0.540333864164377,0.482,0.264,0,"8","PDCD6"
"8.PPP4R2",0,0.656588482403358,0.369,0.152,0,"8","PPP4R2"
"8.POLR2H",0,1.37042236560703,0.308,0.091,0,"8","POLR2H"
"8.MRPS36",0,0.760846681014308,0.386,0.169,0,"8","MRPS36"
"8.C17orf62",0,0.672388124998213,0.42,0.203,0,"8","C17orf62"
"8.RECQL",0,0.962652486475746,0.324,0.108,0,"8","RECQL"
"8.ACYP1",0,1.78660614762701,0.271,0.055,0,"8","ACYP1"
"8.SNX5",0,0.707285012098577,0.399,0.183,0,"8","SNX5"
"8.RPL26L1",0,1.35308369656538,0.316,0.1,0,"8","RPL26L1"
"8.SRRT",0,1.00433069923644,0.315,0.099,0,"8","SRRT"
"8.SHKBP1",0,0.755528233256662,0.384,0.168,0,"8","SHKBP1"
"8.SDHA",0,0.878416386198495,0.344,0.128,0,"8","SDHA"
"8.IL32",0,0.55406940553253,0.732,0.516,0,"8","IL32"
"8.MYL12B",0,0.516439907368571,0.814,0.598,0,"8","MYL12B"
"8.HAUS1",0,1.66470862656042,0.283,0.067,0,"8","HAUS1"
"8.PSMF1",0,0.6314897193976,0.418,0.202,0,"8","PSMF1"
"8.MRPL34",0,0.835941968931015,0.401,0.186,0,"8","MRPL34"
"8.C1QBP",0,0.980602265465331,0.441,0.226,0,"8","C1QBP"
"8.LMAN1",0,0.6028229535869,0.426,0.211,0,"8","LMAN1"
"8.THOC3",0,1.22099570942631,0.294,0.079,0,"8","THOC3"
"8.SUZ12",0,1.48577310209593,0.292,0.077,0,"8","SUZ12"
"8.PAICS",0,2.24460267920738,0.261,0.047,0,"8","PAICS"
"8.COPS6",0,0.839487606578683,0.396,0.182,0,"8","COPS6"
"8.IFI35",0,0.914892952195171,0.394,0.18,0,"8","IFI35"
"8.RBM42",0,1.21114370244926,0.334,0.12,0,"8","RBM42"
"8.SASH3",0,0.74136836618909,0.367,0.153,0,"8","SASH3"
"8.PRELID3B",0,0.633473522252079,0.36,0.146,0,"8","PRELID3B"
"8.PRMT1",0,0.919660915387287,0.372,0.158,0,"8","PRMT1"
"8.SEC13",0,0.857421864279817,0.389,0.176,0,"8","SEC13"
"8.URM1",0,1.06905677506007,0.33,0.117,0,"8","URM1"
"8.THYN1",0,0.952125736220779,0.338,0.125,0,"8","THYN1"
"8.YIF1B",0,1.25204283837653,0.339,0.126,0,"8","YIF1B"
"8.SNX17",0,0.629259958287441,0.418,0.205,0,"8","SNX17"
"8.MRPS18C",0,0.848324821420921,0.359,0.146,0,"8","MRPS18C"
"8.PDCD2",0,0.706996140083141,0.367,0.154,0,"8","PDCD2"
"8.NCAPH2",0,2.21951117078752,0.25,0.037,0,"8","NCAPH2"
"8.GID8",0,0.705907923409219,0.348,0.135,0,"8","GID8"
"8.PIM1",0,0.508935168226805,0.394,0.183,0,"8","PIM1"
"8.DR1",0,0.607985958174279,0.366,0.155,0,"8","DR1"
"8.MPG",0,0.621013950794226,0.408,0.197,0,"8","MPG"
"8.TNFRSF18",0,1.0503239906285,0.335,0.125,0,"8","TNFRSF18"
"8.GRSF1",0,0.649307262252812,0.393,0.183,0,"8","GRSF1"
"8.POLDIP2",0,1.42813264185764,0.311,0.101,0,"8","POLDIP2"
"8.U2AF2",0,1.07209092364342,0.307,0.097,0,"8","U2AF2"
"8.CRELD2",0,0.875766335632677,0.364,0.154,0,"8","CRELD2"
"8.ACTL6A",0,1.6572408233937,0.263,0.054,0,"8","ACTL6A"
"8.CCAR1",0,0.687503314873432,0.357,0.148,0,"8","CCAR1"
"8.SUB1",0,0.95174644233454,0.883,0.674,0,"8","SUB1"
"8.CHCHD2",0,1.07898899262499,0.888,0.679,0,"8","CHCHD2"
"8.SLIRP",0,0.803046651946823,0.387,0.179,0,"8","SLIRP"
"8.LMF2",0,0.920333970895362,0.329,0.121,0,"8","LMF2"
"8.CDK6",0,1.10686916533683,0.305,0.097,0,"8","CDK6"
"8.OTUB1",0,0.503294630654346,0.431,0.223,0,"8","OTUB1"
"8.DCUN1D5",0,1.10845836102457,0.3,0.092,0,"8","DCUN1D5"
"8.PSMC4",0,0.74420190996548,0.367,0.159,0,"8","PSMC4"
"8.TPRKB",0,1.23990379701452,0.323,0.116,0,"8","TPRKB"
"8.PTPN6",0,0.726898838125952,0.399,0.192,0,"8","PTPN6"
"8.GSDMD",0,0.747627360935461,0.357,0.15,0,"8","GSDMD"
"8.LRRC59",0,0.936448195537903,0.349,0.142,0,"8","LRRC59"
"8.TTC39C",0,0.583374455286098,0.369,0.162,0,"8","TTC39C"
"8.POP4",0,1.37607506139414,0.295,0.088,0,"8","POP4"
"8.IFNG",0,0.545181111510961,0.344,0.137,0,"8","IFNG"
"8.MRPL36",0,1.10613032420381,0.322,0.116,0,"8","MRPL36"
"8.SRA1",0,0.774720562606788,0.389,0.183,0,"8","SRA1"
"8.MYO1G",0,0.850925376281732,0.321,0.115,0,"8","MYO1G"
"8.CISD3",0,1.08145092600303,0.351,0.145,0,"8","CISD3"
"8.SLC25A1",0,1.26267707430622,0.303,0.097,0,"8","SLC25A1"
"8.AC133644.2",0,1.52059867170361,0.271,0.066,0,"8","AC133644.2"
"8.EED",0,1.39470681747902,0.277,0.072,0,"8","EED"
"8.GLRX3",0,1.04062690009156,0.325,0.12,0,"8","GLRX3"
"8.MAGOHB",0,1.77456910230427,0.262,0.057,0,"8","MAGOHB"
"8.RUVBL2",0,1.81656264064841,0.269,0.064,0,"8","RUVBL2"
"8.TIMM8B",0,0.740603922694911,0.368,0.163,0,"8","TIMM8B"
"8.RTF1",0,0.667702548581866,0.362,0.157,0,"8","RTF1"
"8.NOP56",0,0.676593326719826,0.36,0.155,0,"8","NOP56"
"8.TEX264",0,0.642770187064451,0.37,0.166,0,"8","TEX264"
"8.CHST12",0,0.842361977973836,0.348,0.144,0,"8","CHST12"
"8.DAZAP1",0,1.25698553860629,0.291,0.087,0,"8","DAZAP1"
"8.DGCR6L",0,0.637565442128521,0.365,0.161,0,"8","DGCR6L"
"8.SREK1",0,0.940461754923554,0.323,0.12,0,"8","SREK1"
"8.IL21R",0,0.711090879147522,0.316,0.113,0,"8","IL21R"
"8.VPS25",0,1.60588288171499,0.279,0.076,0,"8","VPS25"
"8.MAPRE1",0,0.531308067763342,0.401,0.198,0,"8","MAPRE1"
"8.RPIA",0,0.879261615071813,0.303,0.1,0,"8","RPIA"
"8.TMEM167A",0,0.566346995052589,0.412,0.209,0,"8","TMEM167A"
"8.ADH5",0,0.854557247602549,0.323,0.121,0,"8","ADH5"
"8.PFKP",0,1.33887557203671,0.276,0.074,0,"8","PFKP"
"8.TIAL1",0,0.567021959885577,0.374,0.172,0,"8","TIAL1"
"8.LYST",0,0.608235837289064,0.356,0.154,0,"8","LYST"
"8.COMMD1",0,0.654866595152336,0.361,0.159,0,"8","COMMD1"
"8.CWC15",0,0.573375570331569,0.373,0.171,0,"8","CWC15"
"8.MAP2K3",0,0.689694559878515,0.366,0.164,0,"8","MAP2K3"
"8.ATXN10",0,0.877486659676768,0.342,0.141,0,"8","ATXN10"
"8.CHCHD5",0,0.937955248589884,0.333,0.132,0,"8","CHCHD5"
"8.MCUR1",0,1.39949918597945,0.304,0.103,0,"8","MCUR1"
"8.GUSB",0,1.11364432896033,0.331,0.13,0,"8","GUSB"
"8.B3GAT3",0,0.805124045858168,0.333,0.132,0,"8","B3GAT3"
"8.CHD4",0,0.789728231087999,0.336,0.135,0,"8","CHD4"
"8.HAT1",0,1.35699019059791,0.287,0.086,0,"8","HAT1"
"8.NELFCD",0,1.07853935625616,0.297,0.096,0,"8","NELFCD"
"8.DPY30",0,0.793946203618923,0.348,0.148,0,"8","DPY30"
"8.TMX1",0,0.892562703381489,0.355,0.155,0,"8","TMX1"
"8.TRAPPC2L",0,0.713138663945612,0.35,0.15,0,"8","TRAPPC2L"
"8.TMEM183A",0,0.812296558241708,0.337,0.138,0,"8","TMEM183A"
"8.CYFIP2",0,0.558371889404887,0.303,0.104,0,"8","CYFIP2"
"8.HCFC1R1",0,0.826035431185426,0.334,0.135,0,"8","HCFC1R1"
"8.FUBP1",0,0.930716615743172,0.298,0.099,0,"8","FUBP1"
"8.EIF4E2",0,0.677049531629792,0.357,0.158,0,"8","EIF4E2"
"8.CSRP1",0,0.882618155058547,0.341,0.143,0,"8","CSRP1"
"8.IMMT",0,1.1715650955545,0.304,0.106,0,"8","IMMT"
"8.PABPN1",0,0.901919360039425,0.324,0.126,0,"8","PABPN1"
"8.CBX1",0,1.60582515574813,0.265,0.067,0,"8","CBX1"
"8.MRPS26",0,1.0873523414283,0.304,0.106,0,"8","MRPS26"
"8.PRPF38A",0,0.687313944374113,0.314,0.117,0,"8","PRPF38A"
"8.FBXW5",0,0.662431293954942,0.37,0.173,0,"8","FBXW5"
"8.RIC8A",0,0.812024454208533,0.303,0.106,0,"8","RIC8A"
"8.DENR",0,0.805159921424928,0.324,0.127,0,"8","DENR"
"8.GZMH",0,0.755737265827893,0.306,0.109,0,"8","GZMH"
"8.BCL7B",0,0.619975598996992,0.346,0.149,0,"8","BCL7B"
"8.MCTS1",0,0.650223733292957,0.354,0.157,0,"8","MCTS1"
"8.EMC8",0,1.24748490831412,0.287,0.09,0,"8","EMC8"
"8.TOMM40",0,1.32220121653619,0.292,0.095,0,"8","TOMM40"
"8.HNRNPA2B1",0,0.90843315560655,0.901,0.705,0,"8","HNRNPA2B1"
"8.SF3A3",0,0.981562871702043,0.303,0.107,0,"8","SF3A3"
"8.NFYC",0,0.924985734109706,0.308,0.112,0,"8","NFYC"
"8.OXCT1",0,1.21444366758221,0.251,0.055,0,"8","OXCT1"
"8.MRPS18B",0,0.773400153863349,0.334,0.138,0,"8","MRPS18B"
"8.EIF2S1",0,0.857271975114217,0.315,0.119,0,"8","EIF2S1"
"8.ADA",0,1.34364140674053,0.273,0.077,0,"8","ADA"
"8.C19orf24",0,0.574535289380053,0.407,0.211,0,"8","C19orf24"
"8.LARP7",0,0.768670726676382,0.338,0.143,0,"8","LARP7"
"8.GARS",0,1.02940043970802,0.302,0.107,0,"8","GARS"
"8.TINF2",0,0.766495004029324,0.33,0.135,0,"8","TINF2"
"8.PRPSAP1",0,1.5906022178882,0.265,0.07,0,"8","PRPSAP1"
"8.C14orf1",0,0.840264513633696,0.288,0.093,0,"8","C14orf1"
"8.SRSF1",0,0.674888776790859,0.339,0.145,0,"8","SRSF1"
"8.ZBTB8OS",0,0.888797052952842,0.325,0.131,0,"8","ZBTB8OS"
"8.EBNA1BP2",0,1.53675417191824,0.273,0.079,0,"8","EBNA1BP2"
"8.FBL",0,0.58102387077875,0.366,0.172,0,"8","FBL"
"8.PFKL",0,1.00783387278142,0.332,0.138,0,"8","PFKL"
